environment,task_id,mock_executable,eligibility,reason
database,12,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,13,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,14,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,15,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,16,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,17,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,18,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,19,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,20,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,21,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,22,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,23,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,24,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,25,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,26,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,27,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,28,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,29,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,30,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,31,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,32,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,33,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,34,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,35,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,36,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,37,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,38,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,39,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,40,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,41,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,42,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,43,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,44,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,45,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,46,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,47,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,48,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,49,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,50,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,51,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,52,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,53,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,54,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,55,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,56,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,57,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,58,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,59,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,60,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,61,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,62,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,63,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,64,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,65,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,66,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,67,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,68,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,69,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,70,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,71,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,72,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,73,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,74,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,75,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,76,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,77,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,78,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,79,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,80,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,81,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,82,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,83,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,84,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,85,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,86,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,87,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,88,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,89,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,90,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,91,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,92,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,93,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,94,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,95,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,96,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,97,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,98,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,99,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
database,100,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,1,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,2,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,3,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,4,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,5,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,6,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,7,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,8,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,9,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,10,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,11,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,12,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,13,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,14,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,15,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,16,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,17,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,18,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,19,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,20,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,21,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,22,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,23,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,24,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,25,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,26,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,27,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,28,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,29,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,30,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,31,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,32,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,33,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,34,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,35,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,36,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,37,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,38,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,39,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,40,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,41,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,42,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,43,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,44,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,45,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,46,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,47,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
coding,48,True,INELIGIBLE,ENVIRONMENT_GENERIC_CONTEXT_STATE_BOUNDARY_FAILURE
